,label,en_tweet,hebrew_tweet,bt_tweet
4225,fear,"""There's no way they can open the lock on each other's phone""","""אין דרך שהם יכולים לפתוח את המנעול על הטלפון אחד של השני""","""Tidak ada cara mereka dapat membuka kunci pada ponsel masing-masing"""
4226,love,"If you're special, you're not losing to each other, because the truth is for me, you guys are one.","אם אתם מיוחדים, אתם לא מפסידים אחד לשני, כי האמת היא בשבילי, אתם אחד.","Jika kalian istimewa, kalian tidak kalah satu sama lain, karena kebenaran adalah bagi saya, kalian adalah salah satu."
4227,love,"Every relationship is bound to go to an end, but when it comes to marriage, it becomes clear to you that you are married.","כל מערכת יחסים חייבת להסתיים, אבל כשזה מגיע לנישואים, זה הופך להיות ברור לך שאתה נשוי.","Setiap hubungan pasti akan berakhir, tetapi sewaktu menyangkut perkawinan, menjadi jelas bagi Anda bahwa Anda sudah menikah."
4228,anger,"[USERNAME] [USERNAME] Enemy in blanket. Careful. Traitor. Until the end of the world, remain a traitor.","אויב בשמיכה... בוגד... עד סוף העולם, תישאר בוגד.","Font color = ""# DF01D7"" (NAMA SUGENG PRAYITNO) musuh dalam selimut hati-hati pengkhianat sampai akhir dunia, tetap pengkhianat."
4229,love,Too much camera too look...,יותר מדי מצלמה יותר מדי להסתכל...,Terlalu banyak kamera juga terlihat ...
4230,anger,"Terrible but funny, banned from being sought and sold, encouraged, told to but boycotted, lost but became very popular and became a popular hero, successful but wretched.","נורא אבל מצחיק, אסור להיות מבוקש ונמכר, עודד, אמר אבל החרים, אבד אבל הפך פופולרי מאוד והפך לגיבור פופולרי, מוצלח אבל עלוב.","Mengerikan tapi lucu, dilarang untuk dicari dan dijual, didorong, disuruh tapi boikot, hilang tapi menjadi sangat populer dan menjadi pahlawan populer, sukses tapi celaka."
4231,happy,"Are you trying to get some rest? &lt;i&gt;I don't want to show up.&lt;/i&gt; &lt;i&gt; Say thank you.&lt;/i&gt; &lt;i&gt;Or whatever..&lt;/i&gt; &lt;i&gt;Don't be so stingy..&lt;/i&gt; &lt;i&gt;You're... haha...&lt;/i&gt; &lt;i&gt;If you're working hard, prepare a snack. &lt;/i&gt; &lt;i&gt;",&lt;i&gt;.אתה מנסה לנוח קצת &lt;i&gt;אני לא רוצה להופיע &lt;I&gt;.או מה שלא יהיה &lt;i&gt; &lt;I&gt;.תגיד תודה&gt;,"Apa kau mencoba untuk beristirahat? &lt;i&gt;Aku tidak ingin muncul.&lt;/i&gt; &lt;i&gt;Katakan terima kasih.&lt;/i&gt; &lt;i&gt;Atau apa pun.&lt;/i&gt; &lt;i&gt;Jangan pelit.&lt;/i&gt; &lt;i&gt;Kau ha...&lt;/i&gt; &lt;i&gt;Jika kau bekerja keras, siapkan camilan.&lt;/i&gt;"
4232,fear,[USERNAME] Ohh so. Afraid there's a problem..afraid of being fined because of ignorance..hahahaha..one more..for pph branches remain reported with the NPWP branch yes..it's only PPN focused..right pph is still reporting with the NPWP cab,"אני חושש שיש בעיה... שמפחדים שנקנסים בגלל בורות... עוד אחד... עבור סניפים דו-חמצניים... כן, זה רק PPN ממוקד.","Font color = ""# DF01D7"" (USERAME) Ohh begitu. khawatir ada masalah.. takut didenda karena ketidaktahuan..hahahaha... satu lagi.. untuk cabang pph tetap dilaporkan dengan cabang NPWP ya.. itu hanya PPN fokus.. benar pph masih melaporkan dengan taksi NPWP"
4233,sadness,"You know how weak it is to deal with the aorta. Too bad I can't help it. That one kid, nad im gonna miss you so badly.","אתה יודע כמה זה חלש להתמודד עם אב העורקים חבל שאני לא יכול לשלוט בזה הילד הזה, אף אחד לא יתגעגע אליך כל כך","kau tahu betapa lemahnya berurusan dengan aorta sayangnya aku tidak bisa menahannya satu anak itu, tidak akan sangat merindukanmu"
4234,fear,"[USERNAME] I really cried when I came home from flo: ""I'm glad the school didn't come out, so I put on my glasses so he wouldn't know.""","אני באמת בכיתי כשחזרתי הביתה מפלו: ""אני שמח שבית הספר לא יצא, אז שמתי את המשקפיים שלי כדי שהוא לא ידע.""","Saya benar-benar menangis ketika saya pulang dari flo, ""Saya senang sekolah tidak keluar, jadi saya memakai kacamata saya sehingga ia tidak akan tahu."""
4235,love,"I was stalker all over the place, wondering why she could be so desperate, find out her ex, find out her background, talk to her house, get to know her mom, get some oreo, buy some milk, i serach and give all shed.","הייתי מטריד בכל מקום, תוהה למה היא יכולה להיות כל כך נואשת, לגלות האקס שלה, לגלות הרקע שלה, לדבר לבית שלה, להכיר את אמא שלה, לקבל קצת אוריאו, לקנות קצת חלב, אני סרח ולתת את כל סככה.","Aku sedang mengintai di seluruh tempat, bertanya-tanya mengapa dia bisa begitu putus asa, mencari tahu mantannya, mencari tahu latar belakang, berbicara dengan rumahnya, mengenal ibunya, mendapatkan beberapa oreo, membeli susu, i serach dan memberikan semua gudang."
4236,anger,"I made the story in ig with ""stay with me"" while holding hands, baaahhhh not long after the cowboy netizens swarmed against me and told me to look like they knew everything.","יצרתי את הסיפור באיג עם ""הישארו איתי"" בזמן שאחזתי ידיים, לא הרבה אחרי שהקאובויים נוהרים נגדי ואמרו לי להיראות כאילו הם יודעים הכל.","Aku membuat cerita malu dengan ""tinggal dengan saya"" sambil berpegangan tangan, baaahhhh tidak lama setelah cowboy netizen mengerumuni saya dan mengatakan kepada saya untuk terlihat seperti mereka tahu segalanya."
4237,sadness,The acceptance of the favorite Sek Neg student with a byk zone system is reaping cons especially not for smart students. Band 85 0/0: 15 0/0 who are capable &amp,קבלת התלמיד האהוב של Sek Neg עם מערכת Byk אזור הוא קצירת הונאות במיוחד לא לתלמידים חכמים. להקה 85 0/0: 15 0/0 מי מסוגלים &amp,Penerimaan siswa Sek Neg favorit dengan sistem zona byk adalah menuai kontra terutama untuk siswa pintar. Band 85 0/0: 15 0/0 yang mampu &amp;0
4238,happy,"In the village where you know go-poy tea, you've bought an envelope for the most expensive new money.","בכפר שבו אתה יודע ללכת-פוי תה, קנית מעטפה לכסף החדש היקר ביותר.","Di desa di mana Anda tahu go-poy teh, Anda telah membeli amplop untuk uang baru yang paling mahal."
4239,fear,"After all, it's a college where it's always paid to sell cars or why the house is moving around.","אחרי הכל, זה קולג' שבו תמיד משלמים למכור מכוניות או למה הבית זז.","Setelah semua, itu adalah perguruan tinggi di mana itu selalu dibayar untuk menjual mobil atau mengapa rumah bergerak-gerak."
4240,happy,"Iyeee bik, here even a dime joke is no problem, instead of stressing out, try instagram, oh really netijen with all the comments?","אני כן ביק, כאן אפילו בדיחת אגורה היא לא בעיה, במקום להלחיץ, לנסות Instagram, הו באמת netijen עם כל התגובות?","Iyee bik, di sini bahkan lelucon sepeser pun tidak masalah, bukannya menekankan, mencoba instagram, oh benar-benar netijen dengan semua komentar?"
4241,anger,If we can't block one source we'll have to cover it and get it covered but we'll have to get it fixed.,אם אנחנו לא יכולים לחסום מקור אחד נצטרך לכסות אותו ולקבל את זה מכוסה אבל נצטרך לקבל את זה קבוע.,Jika kita tidak bisa memblokir satu sumber kita harus menutupinya dan menutupinya tapi kita harus memperbaikinya.
4242,love,"Wanna one, we stay here. In this place. Our love and support will never stop at the end of the year.","רוצה אחד, אנחנו נשארים כאן. במקום הזה. האהבה והתמיכה שלנו לעולם לא יפסיקו בסוף השנה.",kita tinggal di sini di tempat ini cinta dan dukungan kita tidak akan pernah berhenti pada akhir tahun
4243,fear,"[USERNAME] Amen, Punten Pa, there's a tilt issue related to the meeting plan with kuwu-kuu and Rt/Rw in the afternoon ciwar want place at the boss's front of the Home Hospital...","אמן, פונטן-פא, יש בעיה מוטה הקשורה לתוכנית הפגישה עם קוו-קו ורט-רו באחר הצהריים סיוואר רוצה מקום בחזית בית החולים הביתי של הבוס.","[ASERNAMA] Amin, Punten Pa, ada masalah miring terkait dengan rencana pertemuan dengan Kuwu-kuu dan Rt/Rw di Ciwar sore ingin tempat di depan bos Rumah Sakit Rumah Sakit Rumah Sakit ..."
4244,anger,Min [USERNAME] I want online npwp 5 times in a row to be rejected for the same reason that yes.. upload ktp failed. when upload ktp before sending formul was already successful.,Min [USERENAME] I want online npwp 5 times in a row to be review for the same reason that yes.. load ktp fail. when lead ktp before sending formull was already succcess.,Min [USERNAMA] Saya ingin npwp online 5 kali berturut-turut ditolak karena alasan yang sama.. upload ktp gagal. ketika meng-upload ktp sebelum mengirim formul telah berhasil.
4245,love,"[USERNAME] Love, the gift of Almighty. We feature, we change, we establish like a dream that we teach to be together to the end. Thank you, we are together.","אהבה, מתנת האל, אנו מציגים, אנו משתנים, אנו מבססים כמו חלום שאנו מלמדים להיות יחד עד הסוף.","Cinta, karunia dari Yang Maha Kuasa, kita berubah, kita membangun seperti mimpi yang kita ajarkan untuk bersama sampai akhir."
4246,anger,"If a guy wears hijab instead of a dangdut, and a closed hand, I think people will still stand up, but just because Via Vallen is a dangdut singer who's famous for 'gay sexy', she deserves to be sexually abused?","אם בחור לובש חיג'אב במקום dangdut, ויד סגורה, אני חושב שאנשים עדיין יעמדו, אבל רק בגלל ויה ואלן היא זמרת dangdut","Jika seorang pria memakai hijab bukan dangdut, dan tangan tertutup, saya pikir orang masih akan berdiri, tapi hanya karena Via Vallen adalah seorang penyanyi dangdut yang terkenal untuk 'gay seksi', dia layak untuk disalahgunakan secara seksual?"
4247,sadness,"I've tried so many times. It only hurts someone who's not involved. Instead of repeating it, maybe moving on by yourself first don't involve anyone else.","ניסיתי כל כך הרבה פעמים, זה רק פוגע במישהו שלא מעורב, במקום לחזור על זה, אולי להמשיך הלאה בעצמך קודם, לא מערב אף אחד אחר.","aku sudah mencoba berkali-kali hanya menyakiti seseorang yang tidak terlibat daripada mengulangnya, mungkin bergerak sendiri dulu jangan melibatkan orang lain."
4248,fear,"I don't believe that, but honestly I'm scared myself. #Trans7 Uya2507 House #Uya2507","אני לא מאמין לזה, אבל בכנות אני מפחד בעצמי #Trans7 Uya2507 House #Uya2507","Saya tidak percaya itu, tapi jujur aku takut sendiri. #Trans7 Uya2507 House #Uya2507"
4249,love,"I love you, I love you, I love you, I love you, I love you, I love you, I love you, I love you, I love you, I love you, I love you, I love you, I love you, I love you, I love you, I love you, I love you, I love you, I love you, I love you, I love you, I love you, I love you,","אני אוהב אותך, אני אוהב אותך, אני אוהב אותך, אני אוהב אותך, אני אוהב אותך, אני אוהב אותך, אני אוהב אותך, אני אוהב אותך, אני אוהב אותך, אני אוהב אותך, אני אוהב אותך, אני אוהב אותך, אני אוהב אותך, אני אוהב אותך, אני אוהב אותך, אני אוהב אותך, אני אוהב אותך, אני אוהב אותך, אני אוהב אותך, אני אוהב אותך, אני אוהב אותך.","I love you, I love you, I love you, I love you, I love you, I love you, I love you, I love you, I love you, I love you, I love you, I love you, I love you, I love you, I love you, I love you, I love you, I love you, I love you, I love you"
4250,happy,"Via wrote dude dude ain't no nickel Twitter ball player, IG dime, all mini-market change, dimehhhh.","דרך כתב אחי הוא לא לא שחקן כדור טוויטר ניקל, IG אגורה, כל שינוי מיני שוק, dinihhhhhh.","Via menulis dude tidak ada pemain bola Twitter nikel, IG dime, semua pasar mini berubah, dimehhhh."
4251,fear,"Let's start work at 6AMPUN, DAG DUG FEAR.","בואו נתחיל לעבוד ב 6 AMPUN, דאג דאג FEAR.","Mari kita mulai bekerja di 6AMPUN, DAG DUG FEAR."
4252,love,"That's what I'm saying to everyone, let alone parents. It's getting old and I don't know what I'm gonna do until I love them. It sucks not to touch me.","זה מה שאני אומר לכולם, שלא לדבר על הורים, זה מזדקן ואני לא יודע מה אני אעשה עד שאני אוהב אותם, זה מבאס לא לגעת בי.","itu yang aku katakan pada semua orang, apalagi orang tua itu semakin tua dan aku tidak tahu apa yang akan aku lakukan sampai aku mencintai mereka menyebalkan untuk tidak menyentuhku"
4253,sadness,"Don't deliberately disappear if you just want to find something, one thing you need to know is that what's missing isn't always wanted but can also be replaced.","אל תיעלם במכוון אם אתה רק רוצה למצוא משהו, דבר אחד שאתה צריך לדעת הוא שמה שחסר לא תמיד רצוי אבל יכול גם להיות מוחלף.","Jangan sengaja menghilang jika Anda hanya ingin menemukan sesuatu, satu hal yang perlu Anda ketahui adalah bahwa apa yang hilang tidak selalu ingin tetapi juga dapat diganti."
4254,happy,"[USERNAME] There started to be seeds of love when they were speaking indo, starting from that they liked and waiting for them so ahgase pas never ever ever ever and feeling so late at least this 7 years ago.","התחילו להיות זרעים של אהבה כשהם דיברו אינדונזית, החל מזה שהם אהבו וחיכו להם אז אגאסה אף פעם לא הרגיש אי פעם כל כך מאוחר לפחות זה לפני 7 שנים.","Ada mulai menjadi benih cinta ketika mereka berbicara indo, mulai dari yang mereka suka dan menunggu mereka sehingga ahgase pas pernah ada dan merasa begitu terlambat setidaknya ini 7 tahun yang lalu."
4255,fear,[USERNAME] I'd like to ask you if the UN of 2018 for the equal high school course will be reenacted?,"אני רוצה לשאול אותך אם האו""ם של 2018 לקורס התיכון השווה יהיה משוחזר?",[ASERNAMA] Saya ingin bertanya apakah PBB dari 2018 untuk nilai SMA yang sama akan direenaksikan kembali?
4256,fear,I'm afraid I wrote the wrong address. &lt;br /&gt;Writ number rt/rw could be lost at someone's house:,אני חושש שכתבתי את הכתובת הלא נכונה. &lt;br /&gt; מספר השגוי rt / rw יכול להיות אבוד בבית של מישהו:,Aku takut aku menulis alamat yang salah. &lt;br /&gt;Tulis nomor rt/rw bisa hilang di rumah seseorang:
4257,happy,This time's young fast brought change to all of us #Custructural Center #Currusion Center #Curruption Center #Curruption Center #CurityCursionCursionS #Curruption's Office #Curruption's Head #Curruption's Homeway #Curface of the Corruption Home #Enture of the Corruption · Global Voices #JAparture of the Corruption,#Custructure's Center #Curruption Center#Curroption Center#CurityCursion Cursion Cursion Cursion Cursion*Corporation's Office #Curruption's Center#Curroption Center#Curption Center#Curpace of the Corption Home#Enture of the Corruption Éture#Jarruption of the Corption,Kali ini cepat membawa perubahan kepada kita semua #Custructural Center #Currupion Center #Curruption Center #Curruption Center #Curruption #CurityCursionCursionS #Curruption's Office #Curruption's Head #Curruption's Homeway #Curupruption Face of the Concuses #Enture of the Korupsis #Aparture of the Ogose
4258,sadness,Why do you want to walk with your hand in your arms and say that you want to miss him?,למה אתה רוצה ללכת עם היד שלך בזרועותיך ואומר שאתה רוצה לפספס אותו?,Mengapa Anda ingin berjalan dengan tangan Anda dalam pelukan Anda dan mengatakan bahwa Anda ingin merindukannya?
4259,anger,Do you think marriage is just about living with the person you love?,האם אתה חושב שנישואים הם רק על לחיות עם האדם שאתה אוהב?,Apakah Anda pikir pernikahan hanya tentang hidup dengan orang yang Anda cintai?
4260,love,"Oh..aqilah my heart, Oh.. #Aqilah I say I lovw You... best","אוה... אקילה ליבי, אוה... #אקילה אני אומר שאני אוהב אותך... הכי טוב...","Oh..baiklah hatiku, Oh.. #Aqilah saya katakan Ilovw You... terbaik"
4261,anger,"Field Research Revision is in a few poops, there's data in one of the hotels in the jogja that's lacking and there's a problem with test professors, there's no way to go back to asking for data, plus the informant can't be reached, so it's like wanting to run away from responsibility.","יש נתונים באחד המלונות בRunchja כי הוא חסר ויש בעיה עם פרופסורים למבחן, אין דרך לחזור לבקש נתונים, בתוספת המודיע לא ניתן להגיע, אז זה כמו לרצות לברוח מאחריות.","Revisi Penelitian Field adalah dalam beberapa kotoran, ada data di salah satu hotel di jogja yang kurang dan ada masalah dengan profesor tes, tidak ada cara untuk kembali untuk meminta data, ditambah informan tidak dapat dicapai, sehingga seperti ingin melarikan diri dari tanggung jawab."
4262,happy,You're right. You're right. You're wrong.,"אתה צודק, אתה צודק, אתה טועה.","Kau benar, kau benar, kau salah."
4263,love,"If we put our trust in God, then all our anxiety and fear will be lifted up, life will be more comfortable and secure, for the insurrection of God is always new to those of us who believe and love him.","אם נשים את מבטחנו באלוהים, אזי כל דאגותינו ופחדינו יונשאו, החיים יהיו נוחים ובטוחים יותר, כי מרד אלוהים תמיד חדש למי שמאמינים בו ואוהבים אותו.","Jika kita menaruh kepercayaan kita kepada Allah, maka semua kekhawatiran dan rasa takut kita akan terangkat, kehidupan akan lebih nyaman dan aman, karena pemberontakan Allah selalu baru bagi orang - orang yang percaya dan mengasihi Dia."
4264,happy,[USERNAME] [USERNAME] Alhamdulill just try with the password that listed last week.. already and 16 got the queue. Thank you.,אלמדולי פשוט תנסה עם הסיסמה שרשומה בשבוע שעבר... כבר ו-16 קיבלו את התור.,"Font color = ""# DF01D7"" (USERNAME) [USERNAMA] Alhamdulil hanya mencoba dengan password yang terdaftar minggu lalu.. sudah dan 16 mendapat antrian. Terima kasih."
4265,love,"[ 1 ] Welcome to the first 20th, not to see us again. The 20 oppa is still feeling ""just shot"" yesterday, a lot of what we've been through has finally brought us closer and more affection.","[1] ברוכים הבאים ל -20 הראשון, לא לראות אותנו שוב.","20 oppa masih merasa ""ditembak saja"" kemarin, banyak dari apa yang telah kita lalui akhirnya membawa kita lebih dekat dan lebih sayang."
4266,fear,"There are many of these obstacles. &lt;br /&gt;There are many obstacles. &lt;/i&gt; &lt;i&gt;There are many obstacles.&lt;/i&gt; &lt;i&gt;I'll get questions like the ones who crashed, afraid that I'll do things that now don't want to happen.&lt;/i&gt;","ישנם מכשולים רבים אלה. ישנם מכשולים רבים. &lt;i&gt; &lt;i&gt; &lt;I&gt;.יש הרבה מכשולים כאלה &lt;i&gt;.אני אקבל שאלות כמו אלה שהתרסקו,","Ada banyak hambatan ini. &lt;br /&gt;Ada banyak hambatan. &lt;i&gt;Ada banyak hambatan.&lt;/i&gt; &lt;i&gt;Aku akan mendapatkan pertanyaan seperti orang-orang yang jatuh, takut bahwa aku akan melakukan hal-hal yang tidak ingin terjadi.&lt;/i&gt;"
4267,love,"I know praying can be anywhere, but basically I miss it all the time. So I want to do business every week to meet your papalove so much daddy papaa...","אני יודע שהתפילה יכולה להיות בכל מקום, אבל בעיקרון אני מתגעגע אליה כל הזמן, אז אני רוצה לעשות עסקים כל שבוע כדי לפגוש את אבא'לה שלך כל כך הרבה,","Aku tahu berdoa bisa di mana saja, tapi pada dasarnya aku merindukannya sepanjang waktu jadi aku ingin melakukan bisnis setiap minggu untuk bertemu papalovemu begitu banyak papaa..."
4268,anger,"[USERNAME] Orders GK-83526723, driver mgomel me information on the address I can't see on the application he's holding, and I've written down my complete house number no. 10, my cell was compelled because of a competible jumbled application for","ג'י-קיי-83526723, נהג מגמל לי מידע על הכתובת שאני לא יכול לראות בטופס ההרשמה שהוא מחזיק, וכתבתי את מספר הבית המלא שלי מס' 10.","Font color = ""# DF01D7"" (USERNAME) Orders GK-835267232323, driver mgomel saya informasi tentang alamat yang saya tidak dapat melihat pada aplikasi yang dia pegang, dan saya telah menuliskan nomor lengkap rumah saya no. 10, sel saya dipaksa karena aplikasi competable campur aduk untuk"
4269,love,Don't think my sister needs a balloon. Brother just needs love.,"אל תחשוב שאחותי צריכה בלון, האח רק צריך אהבה.",Jangan berpikir adikku membutuhkan balon.
4270,sadness,"He said that the last of the cash schedule came out on May 25th, long enough for both of us to have a protest, but his name is an old student, so don't look at the checkout, the campus schedules.","הוא אמר כי האחרון של לוח הזמנים במזומן יצא ב -25 במאי, מספיק זמן לשנינו יש מחאה, אבל שמו הוא תלמיד ישן, אז לא מסתכל על הקופות, לוחות הזמנים של הקמפוס.","Dia mengatakan bahwa jadwal kas terakhir keluar pada tanggal 25 Mei, cukup lama bagi kita berdua untuk memiliki protes, tapi namanya adalah seorang mahasiswa tua, jadi jangan melihat kasir, jadwal kampus."
4271,happy,"He weighed a few things, opened a tripoka, checked the price of a ticket, and then he asked, ""What time tomorrow is it?' he gave hope:'","הוא שקל כמה דברים, פתח טריפוקה, בדק את המחיר של כרטיס, ואז הוא שאל, ""מה השעה מחר?"" הוא נתן תקווה: '","Dia menimbang beberapa hal, membuka tripoka, memeriksa harga tiket, dan kemudian dia bertanya, ""Apa waktu besok itu?"" ""Dia memberi harapan: """
4272,fear,"Ah, so I don't feel like I'm going to be a student anymore, I'm still a little nervous and afraid to think about what's going on, what's going on, what's the new environment and people from all over the country, I wish I could run it:","אה, אז אני לא מרגיש כמו אני הולך להיות סטודנט יותר, אני עדיין קצת עצבני ומפחד לחשוב על מה שקורה, מה קורה, מה הסביבה החדשה ואנשים מכל רחבי הארץ, הלוואי שיכולתי להפעיל אותו:","Ah, jadi saya tidak merasa seperti saya akan menjadi mahasiswa lagi, saya masih sedikit gugup dan takut untuk berpikir tentang apa yang terjadi, apa lingkungan baru dan orang-orang dari seluruh negeri, saya berharap saya bisa menjalankannya:"
4273,love,"Mom would yell at me, but I love it when you ask me for tea. No one, if you're angry at me so easily.","אמא הייתה צועקת עליי, אבל אני אוהבת שאת מבקשת ממני תה.","Ibu akan berteriak padaku, tapi aku suka saat kau memintaku minum teh."
4274,sadness,"How many times have I told you, I can't force you to forget I've given up, I've given up, I won't be able to forget my love~","כמה פעמים אמרתי לך, אני לא יכול להכריח אותך לשכוח ויתרתי, ויתרתי, אני לא יהיה מסוגל לשכוח את האהבה שלי","Sudah berapa kali aku bilang, aku tidak bisa memaksamu untuk melupakan aku sudah menyerah, aku sudah menyerah, aku tidak akan bisa melupakan cintaku ~"
4275,love,"You know I love you, and my love for you is getting bigger, maybe that big affection will hurt each other, but right now I really love you, really.","אתה יודע שאני אוהב אותך, ואהבתי אליך הולכת וגדלה, אולי החיבה הגדולה הזו תפגע אחד בשני, אבל כרגע אני באמת אוהב אותך, באמת.","Kau tahu aku mencintaimu, dan cintaku padamu semakin besar, mungkin kasih sayang besar itu akan saling menyakiti, tapi sekarang aku benar-benar mencintaimu, sungguh."
4276,happy,What must have been a month in the mid-month of naval Quan because we didn't know exactly when the date of the revelation from God passed His angel to the Prophet Muhammad (peace and blessings be upon him).,מה בטח היה חודש באמצע החודש של קוואן הימי כי אנחנו לא יודעים בדיוק מתי תאריך ההתגלות מאלוהים עבר המלאך שלו לנביא מוחמד (שלום וברכות להיות עליו).,Apa yang harus telah satu bulan di pertengahan bulan laut Quan karena kita tidak tahu persis ketika tanggal wahyu dari Allah diteruskan malaikat-Nya kepada Nabi Muhammad.
4277,happy,"And whatever you spend in the way of Allah will be repaid to you in full, and you will not be wronged.","וכל מה שתבזבזו בדרכו של אללה ייפרע לכם במלואו, ולא יאונה לכם כל רע.",Apa saja yang kamu nafkahkan pada jalan Allah niscaya akan dibalasi dengan cukup kepadamu dan kamu tidak akan dianiaya (dirugikan).
4278,love,"I love you and I know that, I want us to be the cure for each other, I want to be happy for you, and you want to be happy for me. Rel, thank you for giving me a chance.","אני אוהב אותך ואני יודע את זה, אני רוצה שנהיה התרופה זה לזה, אני רוצה להיות שמח בשבילך, ואתה רוצה להיות שמח בשבילי.","aku mencintaimu dan aku tahu itu, aku ingin kita menjadi obat untuk satu sama lain, aku ingin bahagia untukmu dan kau ingin bahagia untukku terima kasih sudah memberiku kesempatan"
4279,love,"Don't be like that again, okay? No matter how hard it gets, just have to be able to help yourself somehow, try to take it out on the picture or write it. Just don't hurt yourself.","אל תהיה כזה שוב, בסדר לא משנה כמה קשה זה נהיה, רק צריך להיות מסוגל לעזור לעצמך איכשהו, לנסות להוציא את זה על התמונה או לכתוב את זה.","Jangan seperti itu lagi, oke? jangan sakiti dirimu sendiri."
4280,happy,"Just found out that every issue [USERNAME] is not only uploaded to YouTube, but there is also a version of the fragment which has been cut per movie. It's enough to save time and quotas as well because of the duration of it at most just 10 minutes:)","רק עכשיו נודע לי שכל גיליון [ארה""ב] לא רק מועלה ליוטיוב, אלא שיש גם גרסה של השבר שנחתך לכל סרט. זה מספיק כדי לחסוך זמן ומכסות גם בגלל משך הזמן של זה רק 10 דקות בלבד:","Hanya menemukan bahwa setiap isu [USERNAMA] tidak hanya diunggah ke YouTube, tetapi juga ada versi dari fragmen yang telah dipotong per film."
4281,happy,"Eung. . I can make other people smiley hehe. I'm also a spammer, bawel, honey-able.",יונג... אני יכול לגרום לאנשים אחרים לחייך.,"Eung. . aku bisa membuat orang lain tersenyum. aku juga spammer, Bawel, madu-able."
4282,happy,How do you guys feel about a woman who's got a veil?,איך אתם מרגישים לגבי אישה שיש לה הינומה?,Bagaimana perasaan kalian tentang seorang wanita yang punya kerudung?
4283,anger,"[USERNAME] If I use the full phone banking net, to transfer to a fellow account bca, ""appli 2"" still works, ""appli 1"" still works, but to press the ""continue"" button can't.","אם אני משתמש ברשת הבנקאות של הטלפון המלא, כדי להעביר לחשבון עמית, ""Appli 2"" עדיין עובד, ""Appli 1"" עדיין עובד, אבל ללחוץ על כפתור ""המשך"" לא יכול.","Jika saya menggunakan jaringan perbankan telepon penuh, untuk mentransfer ke bca account sesama, ""appli 2"" masih bekerja, ""appli 1"" masih bekerja, tetapi untuk menekan tombol ""lanjutkan"" tidak dapat."
4284,fear,"[USERNAME] ""That's what you think, but I think it's creepy, you know, if anything happens here because of that monster"" The grumbling infuriated Ariel doesn't want to look around, she's just looking down at the rocks in front of her, she's scared.","""זה מה שאתה חושב, אבל אני חושב שזה מפחיד, אתה יודע, אם משהו קורה כאן בגלל המפלצת הזאת"" אריאל הזועמת לא רוצה להסתכל מסביב, היא רק מסתכלת על הסלעים שלפניה, היא מפחדת.","""Itu yang kau pikirkan, tapi kurasa itu menyeramkan, kau tahu, jika sesuatu terjadi di sini karena monster itu"" Ariel tidak ingin melihat sekeliling, dia hanya melihat batu di depannya, dia takut."
4285,sadness,"Or they don't even know where modern foods are, just see how many days of work to pay for them, let alone eat them, I want to be rich, but you can do it.","או שהם אפילו לא יודעים איפה האוכל המודרני, רק לראות כמה ימים של עבודה לשלם עבורם, שלא לדבר על לאכול אותם, אני רוצה להיות עשיר, אבל אתה יכול לעשות את זה.","Atau mereka bahkan tidak tahu di mana makanan modern, hanya melihat berapa hari kerja untuk membayar mereka, apalagi makan mereka, saya ingin menjadi kaya, tetapi Anda bisa melakukannya."
4286,love,"[C48] Too bad for na goeun:""] her heart is so good, she's still teaching yuri when she also wants to play vocal.","[C48] חבל עבור na goeun:""] הלב שלה הוא כל כך טוב, היא עדיין מלמדת יורי כשהיא גם רוצה לשחק קול.","[C48] Terlalu buruk untuk na goeun:] hatinya begitu baik, dia masih mengajar yuri ketika dia juga ingin bermain vokal."
4287,sadness,"Waaaaa Want but but ""good luck"" (@ Starbucks in West Jakarta, DKI Jakarta)","Waaaaa רוצה אבל ""בהצלחה"" (@ סטארבקס במערב ג'קרטה, DKI Jakarta)","Waaaaa Want but ""good luck"" (@ Starbucks in West Jakarta, DKI Jakarta)"
4288,fear,Sampe was talking about a friend who was in the study. But the study was distorted. The study said it was a study.,"סמפה דיבר על חבר שהיה במחקר, אבל המחקר היה מעוות, המחקר אמר שזה היה מחקר.",Sampe sedang berbicara tentang seorang teman yang berada di ruang belajar tapi penelitiannya menyimpang penelitiannya mengatakan itu sebuah penelitian
4289,fear,"/rlt/ Do you need to date settings to not be bullied by the ex continue? originally scared of me he still uploads photos of two, and no change, please do me a favor","האם אתה צריך תאריך הגדרות כדי לא להיות קורבן להתעללות על ידי ההמשך? במקור פחד ממני הוא עדיין מעלה תמונות של שתיים, ואין שינוי, בבקשה תעשה לי טובה","/rlt/Apakah Anda perlu tanggal pengaturan untuk tidak diganggu oleh mantan melanjutkan? awalnya takut padaku ia masih mengunggah foto-foto dua, dan tidak ada perubahan, tolong bantu aku"
4290,happy,[USERNAME] It must be Mr. Jonowi's dream.,זה בטח החלום של מר ג'ונווי.,Ini pasti mimpi Tn. Jonowi.
4291,sadness,"I can't stand people, so I don't want them either.","אני לא סובל אנשים, אז גם אני לא רוצה אותם.","Aku tidak tahan orang, jadi aku tidak ingin mereka baik."
