,label,tweet,en_tweet
4215,anger,"Tunjukin barbuk dong kalau ASN itu bermasalah sehingga harus diganti. ""Sodorin klipingan koran"" Udah pantes disebut Gubernur Magang ?","Show me the barbuk dong if it's a problem so it has to be replaced. ""Sodorin newspaper clips"" already called Governor Intern?"
4216,sadness,[USERNAME] Hal biasa. Ignore. Block Sebuah bentuk pembiaran terhadap kasus pelecehan seksual. Merasa langkah terbaik hanya diam seakan dengan diam pelaku ga akan berbuat kaya gt ke org lain. Such logic.,[USERNAME] The usual thing.
4217,happy,Selamat Ultah utk Boss saya [USERNAME]. Wartawan hebat yang sangat membanggakan dan saya kagumi. Wish you all the best Pak Ketua!!!,Happy birthday to my boss [USERNAME]. &lt;i&gt;A great journalist who is very proud and I admire you. &lt;i&gt;Wish you all the best Mr. Chairman!!!!
4218,fear,Aku dulu nemu ig nya dia. Pas dia lg liat camera gitu serem dah. Itu gatau pake softlens atau gimana tapi matanya tuh jd gede bgt,"I used to find him when he was looking at the camera so dark, it was either softlens or something, but his eyes were so big."
4219,sadness,"Buka puasa makan mujigae porsi berat alias segambreng, balik dari mujigae makan ayam geprek+nasi, & barusan aja makan mie rebus. Woiii semenjak puasa porsi makanqu tidaq terkontrol dengan baiq","Open the heavy portion of the mujigae meal alias abrasive, back from mujigae eating chicken gepuk+nasi, & just eating boiled noodles. Woiii since fasting the meal is not controlled by baiq."
4220,love,"Pacar yg baik adalah pacar yg nasehatin kamu gak pernah ngebentak, tp dgn lemah lembut & kasih sayang sambil tersenyum & menatap mata kamu","A good boyfriend is a girlfriend who advises you never to bluff, but gently & affection with a smile and look into your eyes"
4221,sadness,Min [USERNAME] [USERNAME] mau nanya dong di jl. A.wahab syarani batu ampar balikpapan utara kok mati listrik yaaa. Padahal di jadwal pemeliharaan masih besok lho.,Min [USERNAME] [USERNAME] wanted to ask you on the way.
4222,fear,Nah itu yg sy gak ngerti. Tp sy bayangkan mungkin sulit jg melototi APBD dari gub lama oleh gub baru secara rinci... **untung sy bukan gubernurnya baik lama maupun yg baru. [URL],"Now that I don't understand, but I imagine it's probably hard to look up at the old A.P.B.D. from the old gub in detail... [URL]"
4223,anger,Anjir. Ini anak macam apa? Eike aja ngidam ayam WOW tinggal gofood ga nitip2 kesiapapun.. 19 tahun mah ngerti keles teknologi kek gmn.. ini antara dimanjain ga ketulungan atau ga cari perhatian ortu tapi caranya bocah bgt,What kind of kid is this?
4224,sadness,diluar sana nona-nona lagi sibuk menyeleksi calon pendamping hidupnya dan lo masi berharap sama yang ga pasti?? goblo ko sampe ke DNA si? yagimanayak~,The girls out there are busy selecting her future life partner and you're still hoping it's the same as it isn't? Goblo ko get to the DNA? yagimanayak~
4225,fear,liat vlive kemaren2 do megang hp jae terus hari ini jae megang hp do serem ga kalo screennya locked terus mereka bisa buka lock hp satu sama lain pake fingerprint?!!!!!!!!!!!!!!! serem lah,"""There's no way they can open the lock on each other's phone"""
4226,love,"Kalo kamuuuuuu, kamuu itu specialll. Cintanya juga ga kalah kok sama yang lain. Karena sebenernya bagi aku kalian itu satu. Jadi, cinta satu cinta semua. [URL]","If you're special, you're not losing to each other, because the truth is for me, you guys are one."
4227,love,"Setiap hubungan pastilah mempunyiai tujuan, dalam hubungan cinta sepasang kekasih pastilah satu tujuan ke masa depan yaitu menikah. Keseriusan cinta terbukti ketika sampai ke pelaminan.","Every relationship is bound to go to an end, but when it comes to marriage, it becomes clear to you that you are married."
4228,anger,"[USERNAME] [USERNAME] musuh dlm selimut.Hati2.Penghianat.Sampai dunia kiamat,tetap penghianat.Jahat. [USERNAME] [USERNAME] [USERNAME] [URL]","[USERNAME] [USERNAME] Enemy in blanket. Careful. Traitor. Until the end of the world, remain a traitor."
4229,love,Too much camera too look.. hahaha.. Btw #happy3thanniversary sayang.. 3 tahun yg sgt mencabar n smoga kta sentiasa dirahmati Allah swt slalu.. Love u,Too much camera too look...
4230,anger,"Mengerikan tapi lucu, dilarang justru dicari dan amat laku, dianjurkan, disuruh tetapi malah diboikot, kalah tetapi justru menjadi amat populer dan menjadi pahlawan khalayak ramai, berjaya tetapi keok celaka,..","Terrible but funny, banned from being sought and sold, encouraged, told to but boycotted, lost but became very popular and became a popular hero, successful but wretched."
4231,happy,"Kak [USERNAME] lagi belajar buat ujian apa udh istirahat? Ga niat muncul bilang makasih sketsa hari ini lucu gitu?? Atau apalah.. jgn pelit2 muncul ka.. haha.. kalau lagi belajar semangat ya, siapin cemilan jgn begadang dek :)","Are you trying to get some rest? &lt;i&gt;I don't want to show up.&lt;/i&gt; &lt;i&gt; Say thank you.&lt;/i&gt; &lt;i&gt;Or whatever..&lt;/i&gt; &lt;i&gt;Don't be so stingy..&lt;/i&gt; &lt;i&gt;You're... haha...&lt;/i&gt; &lt;i&gt;If you're working hard, prepare a snack. &lt;/i&gt; &lt;i&gt;"
4232,fear,[USERNAME] Ohh begitu . Takut ada masalah soalnya.. takut didenda yg dikarenakan rasa ketidak tauan..hahahaha...satu lagi.. untuk pph cabang tetap dilapor dgn NPWP cabang ya.. kan hanya PPN yg dipusatkan.. benar kan ya pph nya tetap lapor dgn NPWP cab,[USERNAME] Ohh so. Afraid there's a problem..afraid of being fined because of ignorance..hahahaha..one more..for pph branches remain reported with the NPWP branch yes..it's only PPN focused..right pph is still reporting with the NPWP cab
4233,sadness,"Tau aja urang paling lemah kalo berhadapan sama si nadia sayang banget akutu ga bisa nolak maunya bocah satu itu, nad im gonna miss you so badly","You know how weak it is to deal with the aorta. Too bad I can't help it. That one kid, nad im gonna miss you so badly."
4234,fear,"[USERNAME] aku beneran nangis tadi pas pulang flo :"" untung ga sefakultas jadi tempat keluarnya beda, terus aku pake kacamata biar dia gakenal gt :""( beneran takut","[USERNAME] I really cried when I came home from flo: ""I'm glad the school didn't come out, so I put on my glasses so he wouldn't know."""
4235,love,"gua berasa stalker abis, nyari tau kenapa dia bisa se pendiem itu, nyari tau mantannya, nyari tau latar belakangnya, ngikutin dia sampe rumahnya, kenalan samaa nyokapnya, bikinin bekel, beliin oreo, beliin susu, i serach and give all he cintad. emang gua seagresif itu dulu.","I was stalker all over the place, wondering why she could be so desperate, find out her ex, find out her background, talk to her house, get to know her mom, get some oreo, buy some milk, i serach and give all shed."
4236,anger,"Gue buat story di ig ada tulisan ""stay with me"" sambil pegangan tangan, baaahhhh ngga lama kemudian cocot netizen berbondong menyerbu diriku dan mengata ngatai seakan tau segalanya.","I made the story in ig with ""stay with me"" while holding hands, baaahhhh not long after the cowboy netizens swarmed against me and told me to look like they knew everything."
4237,sadness,Penerimaan siswa Sek Neg favorit dgn sistim zona byk menuai kontra khususnya bg siswa yg pandai ortunya tdk mampu. Perband 85 0/0 : 15 0/0 yg mampu &amp,The acceptance of the favorite Sek Neg student with a byk zone system is reaping cons especially not for smart students. Band 85 0/0: 15 0/0 who are capable &amp
4238,happy,Dikampung mana ngerti go-pay teh.. Udahlah beli amplop lebaran lucu-lucu isiin duit baru udah paling bener..,"In the village where you know go-poy tea, you've bought an envelope for the most expensive new money."
4239,fear,Lagian yaallah ini kuliah ditempat biasa aja bayaran pernah nunggak trs sampe jual mobil gatau deh buat apa mana rumahnya pindah2 jdkan w takut,"After all, it's a college where it's always paid to sell cars or why the house is moving around."
4240,happy,"[USERNAME] Iyeee bik, di sini joke receh pun ga masalah, malahan bikin stress hilang, coba di instagram, aduh maha benar netijen dg segala komenannya ?","Iyeee bik, here even a dime joke is no problem, instead of stressing out, try instagram, oh really netijen with all the comments?"
4241,anger,Ketemu narasumber nyebeli.. banyak.. kalo bisa tak blokir satu aatu narasumber yg maksa minta diliput ato udh diliput tp minta cepet2 ditayangin. Kita kan ada jadwal nya mas dan mbak..,If we can't block one source we'll have to cover it and get it covered but we'll have to get it fixed.
4242,love,"wanna one, kami tetap disini. di tempat ini. cinta dan dukungan kami tidak akan pernah terhenti dipenghujung tahun. kami akan terus, tetap, selalu mencintai dan mendukung kalian.","Wanna one, we stay here. In this place. Our love and support will never stop at the end of the year."
4243,fear,"[USERNAME] Amin, Punten Pa, ada issu miring terkait rencana pertemuan (buka bareng) dgn kuwu-kuwu serta Rt/Rw di-kecamatan ciwaringin sore nanti bertempat dirumah bos buah depan RS Sumberwaras...","[USERNAME] Amen, Punten Pa, there's a tilt issue related to the meeting plan with kuwu-kuu and Rt/Rw in the afternoon ciwar want place at the boss's front of the Home Hospital..."
4244,anger,min [USERNAME] aku ngajuin npwp online 5x berturut2 kok ditolak dg alasan sama yaa.. upload ktp gagal. padahal waktu upload ktp sebelum kirim formuli sudah berhasil.,Min [USERNAME] I want online npwp 5 times in a row to be rejected for the same reason that yes.. upload ktp failed. when upload ktp before sending formul was already successful.
4245,love,"[USERNAME] cinta, anugerah Maha Esa. kita corak, kita gubah, kita dirikan seperti impian yang kita kejari semoga bersama hingga ke akhir nanti. terima kasih cinta, kita kan bersama terima kasih cinta, buat selamanya.","[USERNAME] Love, the gift of Almighty. We feature, we change, we establish like a dream that we teach to be together to the end. Thank you, we are together."
4246,anger,"Kalau orang yang digituin pakai hijab, bukan penyanyi dangdut, dan berpakian tertutup. Gue rasa orang masih akan bela, tapi hanya karena Via Vallen penyanyi dangdut yang terkenal dengan 'gay seksi', she deserved to be sexually harrased?","If a guy wears hijab instead of a dangdut, and a closed hand, I think people will still stand up, but just because Via Vallen is a dangdut singer who's famous for 'gay sexy', she deserves to be sexually abused?"
4247,sadness,sudah beberapa kali mencoba yang ada hanya melukai seseorang yang tidak terlibat. daripada terus mengulang lebih baik mungkin move on sendiri dulu jangan melibatkan orang lain. karna hanya akan menambah luka baru. bagi orang itu.,"I've tried so many times. It only hurts someone who's not involved. Instead of repeating it, maybe moving on by yourself first don't involve anyone else."
4248,fear,[USERNAME] Hihi itu kok nyeremin banget ya. Juur sih aku ga percaya gitu gituan tapi jujur juga kalo sendiri gue ngrasa takut. #Trans7RumahUya2507 #RumahUya2507,"I don't believe that, but honestly I'm scared myself. #Trans7 Uya2507 House #Uya2507"
4249,love,[USERNAME] Aku cinta kamu. Aku cinta kamu. Aku cinta kamu. Aku cinta kamu. Aku cinta kamu. Aku cinta kamu. Aku cinta kamu. Aku cinta kamu. Aku cinta kamu. Aku cinta kamu. Aku cinta kamu. Aku cinta kamu. Aku cinta kamu. Aku cinta kamu. Aku cinta kamu. Aku,"I love you, I love you, I love you, I love you, I love you, I love you, I love you, I love you, I love you, I love you, I love you, I love you, I love you, I love you, I love you, I love you, I love you, I love you, I love you, I love you, I love you, I love you, I love you,"
4250,happy,"Via nulis dude Dude kan bukan pemain bola  Twitter receh, IG receh, kelen semua emang kembalian mini market, recehhhhh.","Via wrote dude dude ain't no nickel Twitter ball player, IG dime, all mini-market change, dimehhhh."
4251,fear,"BESOK UDAH MULAI KERJA YAAMPUN, DAG DIG DUG TAKUT SUSAH BANGUN UDAH MULAI KERJA JAM 6 PAGI, SAMPE BIKIN ALARM KAYA GINI TAKUT GA BISA BANGUN PFFFT. [URL]","Let's start work at 6AMPUN, DAG DUG FEAR."
4252,love,"[USERNAME] gue juga gitu ke semua orang apalagi orangtua. makin hari makin tua dan gue gatau mereka sadar apa engga kalo gua sayang sama mereka. anjir payah bgt gaktuh gue tapi beda kalo ke kakak atau pacar (kalo lagi punya), ekspresiinnya lebih gampang","That's what I'm saying to everyone, let alone parents. It's getting old and I don't know what I'm gonna do until I love them. It sucks not to touch me."
4253,sadness,"Jangan sengaja menghilang jika hanya sekedar ingin dicari,satu hal yang perlu kamu ketahui bahwa yang hilang tak selalu dicari tapi juga bisa diganti.","Don't deliberately disappear if you just want to find something, one thing you need to know is that what's missing isn't always wanted but can also be replaced."
4254,happy,"[USERNAME] Mulai ada benihbenih cinta pas mereka ngomong pake bahasa indo,mulai dari itu jadi suka dan nungguin mereka cb jadi ahgase pas never ever dan ngerasa telat bgt sih ga ngestan bobrok7 ini wkwkwk nnton variety shownya makin tau bobroknya ya mak","[USERNAME] There started to be seeds of love when they were speaking indo, starting from that they liked and waiting for them so ahgase pas never ever ever ever and feeling so late at least this 7 years ago."
4255,fear,[USERNAME] Saya mau tanya apa bener UN tahun 2018 untuk jenjang SMA sederajat akan di adakan ulang ? Banyak berita di luar sana bahwa akan ada remidial UN pada bulan juli mendatang . Mohon kejelasan nya .. Terima kasih [USERNAME] #FaktaAtauHoax,[USERNAME] I'd like to ask you if the UN of 2018 for the equal high school course will be reenacted?
4256,fear,"Eh pas seminggu nunggu, pak tiki ngga sampe2 dong:( Aku takut salah nulis alamat. Salah nulis nomer rt/rw bisa nyasar di rumah orang:( Sampe curiga ke tetangga sebelah, katanya doi dikirimin hp tapi gatau dari siapa. Aq parno itu hp hadiah aq:"")",I'm afraid I wrote the wrong address. &lt;br /&gt;Writ number rt/rw could be lost at someone's house:
4257,happy,Muda2han puasa kali ini membawa perubahan bagi kita semua #JatengSaruratKorupsi #JatengSaruratKorupsi #JatengSaruratKorupsi #JatengSaruratKorupsi #JatengSaruratKorupsi #JatengSaruratKorupsi #JatengSaruratKorupsi #JatengSaruratKorupsi #JatengSaruratKorupsi #JatengSaruratKorupsi,This time's young fast brought change to all of us #Custructural Center #Currusion Center #Curruption Center #Curruption Center #CurityCursionCursionS #Curruption's Office #Curruption's Head #Curruption's Homeway #Curface of the Corruption Home #Enture of the Corruption · Global Voices #JAparture of the Corruption
4258,sadness,"Kok tiba2 mlm ini mrasa kangen ya..aq ingin berjalan sambil memegang tangannya,.. aq ingin memeluknya dan mengatakan bahwa ""aq kangen"",.. aq ingin menangis di pundaknya dan mengatakan ""jgn tinggalkan aq""..God please tell him",Why do you want to walk with your hand in your arms and say that you want to miss him?
4259,anger,Lu pikir nikah itu cuma sebatas hidup bareng sama orang yg lu sayang? Cuma sebatas identitas status di ktp? Atau cuma sebatas ena ena? Deeemmm Helaaaawww,Do you think marriage is just about living with the person you love?
4260,love,"Oh..aqilah cinta hatiku, Oh.. #Aqilah I say I lovw You... terbaik lah","Oh..aqilah my heart, Oh.. #Aqilah I say I lovw You... best"
4261,anger,"Revisi Penelitian Lapangan ada di beberapa BAB, Ada data di salah satu hotel di jogja yg kurang dan dipermasalahin dosen penguji. Mana mungkin balik ke jogja buat nanyain data kek gitu doang. Plus informanya gabisa di hubungin. Jadi ini rasanya pengen lari dari tanggung jawab.","Field Research Revision is in a few poops, there's data in one of the hotels in the jogja that's lacking and there's a problem with test professors, there's no way to go back to asking for data, plus the informant can't be reached, so it's like wanting to run away from responsibility."
4262,happy,hahaha memang benar si kamu maksiat terus :p,You're right. You're right. You're wrong.
4263,love,"Jika kita berserah pada Tuhan, maka segala kekuatiran dan ketakutan kita akan diangkatNya, hidup menjadi lebih nyaman dan tenteram, sebab penyertaan Allah selalu baru bagi kita yang percaya dan mengasihiNya.","If we put our trust in God, then all our anxiety and fear will be lifted up, life will be more comfortable and secure, for the insurrection of God is always new to those of us who believe and love him."
4264,happy,[USERNAME] [USERNAME] Alhamdulillah saya coba dengan password yg daftar seminggu lalu.. udah bisa dan tgl 16 dapat antriannya. Terimakasih,[USERNAME] [USERNAME] Alhamdulill just try with the password that listed last week.. already and 16 got the queue. Thank you.
4265,love,"[1] Selamat datang di tanggal 20 yang pertama, gak kerasa udh ketemu lagi tangga 20 oppa masih berasa ""baru aja nembak"" yerim kemarin, banyak yang kita laluin yangvm akhirnya membuat kita semakin dekat dan tertunya bertambah sayang ","[ 1 ] Welcome to the first 20th, not to see us again. The 20 oppa is still feeling ""just shot"" yesterday, a lot of what we've been through has finally brought us closer and more affection."
4266,fear,"banyak kendala ini itu & harus masuk semester baru lg, keluar uang lagi. bukannya nethink tp gue yakin kalo nantinya gue skripsi trs ada banyak hambatan, gue bakal dapet pertanyaan2 kayak gt yg bikin ngedown, takut bgt gue bakal ngelakuin hal yg sekarang ga pengen terjadi","There are many of these obstacles. &lt;br /&gt;There are many obstacles. &lt;/i&gt; &lt;i&gt;There are many obstacles.&lt;/i&gt; &lt;i&gt;I'll get questions like the ones who crashed, afraid that I'll do things that now don't want to happen.&lt;/i&gt;"
4267,love,"Aku tau berdoa itu bisa kapanpun dimanapun tapi dasarnya aku kangen terus jadi aku mau usahain tiap minggu ketemu papalove you so much daddy sayang papaa... Bersyukur pas papa masi hidup papa sama aku slalu sayang2an, ngomong sayang, cinta ya kita bkn lewat medsos doang [URL]","I know praying can be anywhere, but basically I miss it all the time. So I want to do business every week to meet your papalove so much daddy papaa..."
4268,anger,"[USERNAME] orderan GK-83526723, driver gojek mgomel ke saya keterangan alamat yg saya tulis ga bs di liat di aplikasi yg dia pegang, pdhl saya udah tulis lengkap no rumah saya no. 10, kesel saya diomel2in krn aplikasi gojek sndr yg krg kompetible utk","[USERNAME] Orders GK-83526723, driver mgomel me information on the address I can't see on the application he's holding, and I've written down my complete house number no. 10, my cell was compelled because of a competible jumbled application for"
4269,love,kirain elus dada kak elus perut :p adik tidak-butuh balon kak adik cuma butuh cinta kasih sayang kakak aja:3,Don't think my sister needs a balloon. Brother just needs love.
4270,sadness,"Beliau bilang, jadwal uas terakhir keluar tgl 25 Mei. Cukup lama untuk kami berdua memiliki waktu protes. Tapi ya namanya mahasiswa tua, jangankan liat jadwal uas, kekampus aja boro2 tiap hari :) Kami diam. Sebelumnya sudah saya singgung mengenai 'jadwal ujian final' pada beliau","He said that the last of the cash schedule came out on May 25th, long enough for both of us to have a protest, but his name is an old student, so don't look at the checkout, the campus schedules."
4271,happy,"Beliau menimbang2 beberapa hal. Sempat membuka traveloka, cek harga tiket (mahal bet kan paakkk?). Lalu pada akhirnya beliau tanya, 'Besok ada uas jam berapa?' Beliau memberi harapan :')","He weighed a few things, opened a tripoka, checked the price of a ticket, and then he asked, ""What time tomorrow is it?' he gave hope:'"
4272,fear,"Ah jadi emo anjir ga berasa udah mau jadi mahasiswa aja, masih agak cemas dan takut bayangin ke depannya kek gimana, lingkungan yg bener2 baru dan orang2 dari berbagai daerah, semoga gue bisa ngejalaninnya:(","Ah, so I don't feel like I'm going to be a student anymore, I'm still a little nervous and afraid to think about what's going on, what's going on, what's the new environment and people from all over the country, I wish I could run it:"
4273,love,"ibuqu demen bgt teriak becanda gt, ngelawaq mulu, demen india, kalo udh ngeliat berantakan dikit udh dah ngomul wkwk tp aku sayang bgt dong kalo nyuruh teh meni ga satu2, kalo udh marah serem tp gampang baeknya lg. semoga sehat sehat slalu","Mom would yell at me, but I love it when you ask me for tea. No one, if you're angry at me so easily."
4274,sadness,"Sudah berapa kali ku katakan padamu, aku jangan paksa suruh melupakanmu. Aku sudah nyerah, aku sudah pasrah, aku takkan mampu untuk melupakan sayang~","How many times have I told you, I can't force you to forget I've given up, I've given up, I won't be able to forget my love~"
4275,love,"Kamu tau aku sayang sama kamu? Dan rasa sayang aku ke kamu makin besar, mungkin rasa sayang yg besar itu nantinya akan menyakiti satu sama lain. Tapi untuk saat ini aku bener-bener sayang sama kamu, sungguh. [USERNAME] hehehehe","You know I love you, and my love for you is getting bigger, maybe that big affection will hurt each other, but right now I really love you, really."
4276,happy,[USERNAME] Yang pasti RAMADHAN adalah BULANNYA MILAD AL QURAN krn kita tidak tahu pasti kapan tanggal mulai diturunkannya wahyu dari Allah SWT memlalui malaikat-Nya kepada Nabi Muhammad SAW.,What must have been a month in the mid-month of naval Quan because we didn't know exactly when the date of the revelation from God passed His angel to the Prophet Muhammad (peace and blessings be upon him).
4277,happy,"Yakin, bahwa semua yang kita amalkan kita berikan sama orang lain (sedekah) akan ada gantinya. Bismillah, ikhlas.. semua yang disimpan terlalu lama tidak baik, bagi sedikit hartamu untuk orang yang membutuhkan. Karena hidup bukan melulu tentang harta.","And whatever you spend in the way of Allah will be repaid to you in full, and you will not be wronged."
4278,love,"Gua sayang lu dan gua sadar itu, gua mau kita saling jadi obat buat satu sama lain, gua mau bahagiain lu begitu juga sama lu yg mau bahagiain gua Rel, makasih udh mau ngasih gua kesempatan","I love you and I know that, I want us to be the cure for each other, I want to be happy for you, and you want to be happy for me. Rel, thank you for giving me a chance."
4279,love," jangan kaya gitu lg, oke? sesusah apapun pokoknya harus bisa tahan diri buat ga nyakitin diri sendiri gimanapun caranya, coba lampiasin ke gambar atau nulis pokoknya usahain jangan nyakitin diri sendiri. banyak yg sayang sama lo & gamau lo kena","Don't be like that again, okay? No matter how hard it gets, just have to be able to help yourself somehow, try to take it out on the picture or write it. Just don't hurt yourself."
4280,happy,"Baru tahu kalau setiap edisi [USERNAME] itu gak cuman di-upload full ke YouTube, tapi juga ada versi pecahannya yang udah di-cut per film. Lumayan nih buat menghemat waktu dan kuota juga karena durasinya paling lama hanya 10 menit :)","Just found out that every issue [USERNAME] is not only uploaded to YouTube, but there is also a version of the fragment which has been cut per movie. It's enough to save time and quotas as well because of the duration of it at most just 10 minutes:)"
4281,happy,"eung . . aku si termasuk zonkies n receh ppl , aku punya ratusan meme yg neomu unfaedah tp bisa bikin orng lain smiley hehe. aku jg orngnya spammer , bawel , sayang-able /.\ ..) aku bisa cute bisa engga ko, seriously aku ngga bohong. ht","Eung. . I can make other people smiley hehe. I'm also a spammer, bawel, honey-able."
4282,happy,Apa tanggapan kalian tentang wanita yang bercadar? Kagum aja gt di era jaman now gue aja mau pake gamis susah bgt lah dia bisa bercadar gitu dilingkungan yg (ga jarang) ga mendukung dan nganggepnya teroris,How do you guys feel about a woman who's got a veil?
4283,anger,"[USERNAME] saya kalau pakai internet banking full site dari handphone, untuk transfer ke sesama rekening bca, ""appli 2"" masih bisa, ""appli 1"" masih bisa, tapi untuk tekan tombol ""lanjut"" / ""kirim"" ga bisa. Memang dana tidak terkirim, tapi akhirnya saya haru","[USERNAME] If I use the full phone banking net, to transfer to a fellow account bca, ""appli 2"" still works, ""appli 1"" still works, but to press the ""continue"" button can't."
4284,fear,"[USERNAME] ""Itu menurutmu, tapi menurutku ini menyeramkan, kamu kalo terjadi apa apa disini karna ulah monster itu"" Gerutunya dengan kesal Ariel tidak mau melihat ke sekitarnya, ia hanya nunduk melihat jalan bebatuan yang ada di depannya, dia takut un","[USERNAME] ""That's what you think, but I think it's creepy, you know, if anything happens here because of that monster"" The grumbling infuriated Ariel doesn't want to look around, she's just looking down at the rocks in front of her, she's scared."
4285,sadness,"Atau bahkan mereka ngga tau keberadaan makanan modern seperti itu. Melihatnya saja sudah terbayang berapa hari kerja untuk membayarnya, apalagi memakannya. Sayaaaaang.... Aku pengen kaya mereka. Tapi nda bisa. Aku udah terkena sindrom kekinian.","Or they don't even know where modern foods are, just see how many days of work to pay for them, let alone eat them, I want to be rich, but you can do it."
4286,love,"[C48] sayang banget sama na goeun :"") hatinya baik banget, tetep ikhlas ajarin yuri padahal dia juga pengen banget jadi main vocal. You win my heart goeun","[C48] Too bad for na goeun:""] her heart is so good, she's still teaching yuri when she also wants to play vocal."
4287,sadness,"Waaaaa pengen tapi tapi tapi ""ga guna"" (ga di pakai gitu sekarang mah) (@ Starbucks in Jakarta Barat, DKI Jakarta) ","Waaaaa Want but but ""good luck"" (@ Starbucks in West Jakarta, DKI Jakarta)"
4288,fear,"Sampe tadi tuh cerita tentang temen yg ikut kajian ibadah gitu tapi kajiannya itu menyimpang yg katanya didalem kajian itu bawa2 ganti presiden pokonya yg intinya kontra sama pemerintahan ah pokonya gitudeh, soalnya rada sensitif nih kalo bahas ginian",Sampe was talking about a friend who was in the study. But the study was distorted. The study said it was a study.
4289,fear,"/rlt/ apa perlu pacaran settingan biar ga digangguin mantan terus? Asli ngeri aku dia masih upload foto berdua, dp ga ganti, tolong dong aku kudu gimana","/rlt/ Do you need to date settings to not be bullied by the ex continue? originally scared of me he still uploads photos of two, and no change, please do me a favor"
4290,happy,[USERNAME] Harus pak jokowi yg mimpin.krn beliau sederhana dan asli sdh bantu masyarakat dgn ribuan sertifikat yg di [URL] akan ada lg mafia tanah berani ambil tanah yg hak rakyat krn sdh ada sertifikat.kami tetap mendukung jokowi,[USERNAME] It must be Mr. Jonowi's dream.
4291,sadness,"[USERNAME] Iya. Aku gak bisa kayak gt ke orang. Jadi aku gakmau digituin juga. Kalo dia mau makanan yg kyak punyaku, aku mending beliin dia yang sama asal jangan ambil punyaku.","I can't stand people, so I don't want them either."
4292,fear,"Selain pocong, aku seram juga dgn hantu merangkak/mengesot ni. Selalu bayang tgh naik tangga tetiba natang ni kejar. Setan betul [URL]","I'm scared to death with a ghost crawling up my ass, always shadowing up the stairs, coming after him."
4293,love,"KENAPA GUA CINTA BANGET SAMA BANG WAWAN SEBAGAI ABANG GUA, YA KARNA DIA SALAH GAULNYA RATA"", SAMA KAYA GUA :"") BANYAK KESAMAAN JUGA HEHE","WHY DO THE LOVE OF BANGET ALONG AS A GUA BANG, YES HE'S CALUATED TO BE FALSE, JUST LIKE THE GUA:"") A LOT OF PEACES AND HEHE"
4294,anger,"itu pesan masuknya udah sexual harrasement sih, dan itu sesuatu yang gak bisa dibilang biasa aja. di budaya yang paham Patriarki nya tinggi memang hal itu keliatan gak penting, tapi coba yang diperlakukan begitu saudari kalian, temen, atau pacar? - ttp semangat Gita &amp","It's a sexual harrasement message, and it's something that can't be said. In a culture that understands Patriarchy's height it doesn't seem important, but try something that your sister, your friend, or girlfriend? - Ttp Gita &amp;amp"
4295,love,Bahkan tiap kali liat Mino ketawa senyum disini jadi ikutan senyum tau. Semangat Song Mino. We will always be with you,We will always be with you
4296,sadness,"[USERNAME] Nokia c3 termasuk barang mewah di kala itu, tiap ada yang make c3 langsung segan. Apalagi bb ngaoahahaha Dulu beli pas harga berapa? Seumur-umur aqu ga pernah make bb soalnya huuhu","(USERNAME) Nokia c3 was also a luxury at the time, and every time someone made c3, he was reluctant."
4297,sadness,"Liburan ke Jakarta udah abis. Harus balik ke Jepang lagi. Lalu manyun. 'Aku masih bisa re-schedule tiket nih. Masih gamau balik.' 'Reschedule tuh bayar lagi.' 'Ya gpp. Masih kangen rumah kangen mama papa abang, kamu..' 'Sayang uangnya. Bisa ditabung' Dia ngambek","I have to go back to Japan, then manyun. 'I can still re-schedule tickets here.' 'They're paying back.' 'Yes."
4298,anger,"Jerman ini kebanyakan pemain bagus ato gimana yah?? Sekelas Sane, young player of the year loh, gak dipanggil timnas ckckckck Puyeng kali nii om Joachim.. [URL]","This German is a lot of good players or how about it, huh?"
4299,fear,"[USERNAME] oo gitu, beda kali ya, gue malah disuruh soalnya mensnya keluar ngegumpal trs gt jd takut jd kista pas minum pil kb jadi lancar jaya","[USERNAME] Oh, well, different times, I've been told to pop out the case and be afraid of having a kista when I take my pill so it works."
4300,fear,Untuk kesekian kalinya getaran itu terasa lagi. walopun di tempat kami tidak terdampak gempa akan tetapi getaran2 iru cukup membuat panik semua masyarakat sehingga harus tidur di luar n tidur di lapangan,For the millionth time the vibrations have been felt again. Even where we're not exposed to an earthquake but the vibrations are enough to freak everyone out so that they have to sleep outside and sleep in the field.
4301,anger,"Ngurusin neraka orang, sampai bikin hastag #CalonPenghuniNeraka, sedangkan sholatlu masih bolong bolong, Al Qur'an mu masih tersimpan rapi di almari, dan uangmu masih belum berkurang untuk sedekah, pikir dong!!!","Badossin hell people, until they make a hastag #Calon of Doom, while the prayer is still open, your Qur'an is still sitting in the closet, and your money hasn't been reduced for charity, think!!!"
4302,love,"Semoga sehat selalu, dan yg terpenting selalu sayang dan cinta ama [USERNAME], walaupun gw itu followers baru tp kita bisa saling kenal krn kita keluarga we are family I love you","Be healthy always, and most importantly always be dear and loving [USERNAME], even though I'm a new followers but we can get to know each other because we're family I love you"
